Better speed can be achieved with apex installed from https://www.github.com/nvidia/apex.
False	both_expanded_3NPs_coord_aff	-80.94056129455566	-79.22178840637207	The teacher 's son , a friend from middle school and John take dancing classes . <eos>	The teacher 's son , a friend from middle school and John takes dancing classes . <eos>
True	both_expanded_3NPs_coord_aff	-98.72790575027466	-98.79203701019287	The teacher 's son , the woman wearing a bracelet on her wrist and John love animals with fur . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and John loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-100.38849401473999	-96.8452296257019	The teacher 's son , the woman wearing a bracelet on her wrist and John find it difficult to concentrate . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and John finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-98.26609897613525	-97.36881637573242	The teacher 's son , the woman wearing a bracelet on her wrist and that student take dancing classes . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and that student takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-97.54763126373291	-94.36988639831543	The teacher 's son , the woman wearing a bracelet on her wrist and that student like fishing . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and that student likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-110.41227626800537	-110.50237846374512	The teacher 's son , the woman wearing a bracelet on her wrist and that student eat out with some friends . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and that student eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-113.28011417388916	-110.53905963897705	The teacher 's son , the woman wearing a bracelet on her wrist and that student drink beer in the pub tonight . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and that student drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-109.52678966522217	-106.31253337860107	The teacher 's son , the woman wearing a bracelet on her wrist and that student love animals with fur . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and that student loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-103.70359134674072	-100.62685346603394	The teacher 's son , the woman wearing a bracelet on her wrist and that student find it difficult to concentrate . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and that student finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-94.21366453170776	-95.12671947479248	The teacher 's son , the woman wearing a bracelet on her wrist and the audience take dancing classes . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and the audience takes dancing classes . <eos>
True	both_expanded_3NPs_coord_aff	-92.7876091003418	-93.99748134613037	The teacher 's son , the woman wearing a bracelet on her wrist and the audience like fishing . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and the audience likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-106.21527290344238	-108.53625392913818	The teacher 's son , the woman wearing a bracelet on her wrist and the audience eat out with some friends . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and the audience eats out with some friends . <eos>
True	both_expanded_3NPs_coord_aff	-110.02017211914062	-110.37741088867188	The teacher 's son , the woman wearing a bracelet on her wrist and the audience drink beer in the pub tonight . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and the audience drinks beer in the pub tonight . <eos>
True	both_expanded_3NPs_coord_aff	-104.04486656188965	-104.67304515838623	The teacher 's son , the woman wearing a bracelet on her wrist and the audience love animals with fur . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and the audience loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-97.83646297454834	-97.60693550109863	The teacher 's son , the woman wearing a bracelet on her wrist and the audience find it difficult to concentrate . <eos>	The teacher 's son , the woman wearing a bracelet on her wrist and the audience finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-103.64711856842041	-102.74075222015381	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John take dancing classes . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-102.12203884124756	-101.92452049255371	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John like fishing . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John likes fishing . <eos>
False	both_expanded_3NPs_coord_aff	-114.72480487823486	-114.70890522003174	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John eat out with some friends . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-118.51673793792725	-116.6785364151001	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John drink beer in the pub tonight . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-112.03904581069946	-110.85767841339111	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John love animals with fur . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-109.63217258453369	-106.74767971038818	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John find it difficult to concentrate . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and John finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-111.53892707824707	-112.69239854812622	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student take dancing classes . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-112.81293058395386	-109.56920003890991	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student like fishing . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-121.64627504348755	-124.49023199081421	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student eat out with some friends . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-128.55136823654175	-125.12040090560913	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student drink beer in the pub tonight . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-123.09289693832397	-120.64071702957153	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student love animals with fur . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-114.9261679649353	-112.93681192398071	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student find it difficult to concentrate . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and that student finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-108.33171367645264	-109.63079643249512	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience take dancing classes . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-107.91794395446777	-106.0360803604126	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience like fishing . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-117.49015712738037	-121.4539966583252	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience eat out with some friends . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience eats out with some friends . <eos>
True	both_expanded_3NPs_coord_aff	-120.63533020019531	-122.74485301971436	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience drink beer in the pub tonight . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience drinks beer in the pub tonight . <eos>
True	both_expanded_3NPs_coord_aff	-115.60231637954712	-116.73864650726318	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience love animals with fur . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience loves animals with fur . <eos>
True	both_expanded_3NPs_coord_aff	-107.61823081970215	-108.26200675964355	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience find it difficult to concentrate . <eos>	The teacher 's son , Bill ( a cousin who recently returned from Africa ) and the audience finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-105.0012993812561	-103.52497911453247	The teacher 's son , the cousin who recently returned from Africa ) and John take dancing classes . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and John takes dancing classes . <eos>
True	both_expanded_3NPs_coord_aff	-102.76199007034302	-102.8808045387268	The teacher 's son , the cousin who recently returned from Africa ) and John like fishing . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and John likes fishing . <eos>
False	both_expanded_3NPs_coord_aff	-115.8885006904602	-114.89041376113892	The teacher 's son , the cousin who recently returned from Africa ) and John eat out with some friends . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and John eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-120.44271612167358	-116.84772062301636	The teacher 's son , the cousin who recently returned from Africa ) and John drink beer in the pub tonight . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and John drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-112.35971975326538	-110.75557565689087	The teacher 's son , the cousin who recently returned from Africa ) and John love animals with fur . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and John loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-111.38479948043823	-107.98088884353638	The teacher 's son , the cousin who recently returned from Africa ) and John find it difficult to concentrate . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and John finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-110.9121241569519	-112.0362024307251	The teacher 's son , the cousin who recently returned from Africa ) and that student take dancing classes . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and that student takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-111.49722242355347	-109.07203149795532	The teacher 's son , the cousin who recently returned from Africa ) and that student like fishing . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and that student likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-121.61183404922485	-124.10163927078247	The teacher 's son , the cousin who recently returned from Africa ) and that student eat out with some friends . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and that student eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-130.25008630752563	-126.21542119979858	The teacher 's son , the cousin who recently returned from Africa ) and that student drink beer in the pub tonight . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and that student drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-122.15872478485107	-119.57070398330688	The teacher 's son , the cousin who recently returned from Africa ) and that student love animals with fur . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and that student loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-114.22353601455688	-112.06053304672241	The teacher 's son , the cousin who recently returned from Africa ) and that student find it difficult to concentrate . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and that student finds it difficult to concentrate . <eos>
True	both_expanded_3NPs_coord_aff	-109.31214189529419	-110.40096998214722	The teacher 's son , the cousin who recently returned from Africa ) and the audience take dancing classes . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and the audience takes dancing classes . <eos>
True	both_expanded_3NPs_coord_aff	-106.26370620727539	-106.8898377418518	The teacher 's son , the cousin who recently returned from Africa ) and the audience like fishing . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and the audience likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-118.61322736740112	-121.633460521698	The teacher 's son , the cousin who recently returned from Africa ) and the audience eat out with some friends . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and the audience eats out with some friends . <eos>
True	both_expanded_3NPs_coord_aff	-121.71757650375366	-123.64492464065552	The teacher 's son , the cousin who recently returned from Africa ) and the audience drink beer in the pub tonight . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and the audience drinks beer in the pub tonight . <eos>
True	both_expanded_3NPs_coord_aff	-115.25544834136963	-115.56946659088135	The teacher 's son , the cousin who recently returned from Africa ) and the audience love animals with fur . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and the audience loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-108.49567079544067	-108.23303937911987	The teacher 's son , the cousin who recently returned from Africa ) and the audience find it difficult to concentrate . <eos>	The teacher 's son , the cousin who recently returned from Africa ) and the audience finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-82.03544187545776	-80.19802045822144	A stranger on the street , a friend from middle school and John take dancing classes . <eos>	A stranger on the street , a friend from middle school and John takes dancing classes . <eos>
True	both_expanded_3NPs_coord_aff	-76.18673658370972	-77.179114818573	A stranger on the street , a friend from middle school and John like fishing . <eos>	A stranger on the street , a friend from middle school and John likes fishing . <eos>
False	both_expanded_3NPs_coord_aff	-90.67259645462036	-90.52923631668091	A stranger on the street , a friend from middle school and John eat out with some friends . <eos>	A stranger on the street , a friend from middle school and John eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-94.93674802780151	-91.24504613876343	A stranger on the street , a friend from middle school and John drink beer in the pub tonight . <eos>	A stranger on the street , a friend from middle school and John drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-90.86461877822876	-88.25858640670776	A stranger on the street , a friend from middle school and John love animals with fur . <eos>	A stranger on the street , a friend from middle school and John loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-88.20386457443237	-84.0996823310852	A stranger on the street , a friend from middle school and John find it difficult to concentrate . <eos>	A stranger on the street , a friend from middle school and John finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-87.27037620544434	-85.80149173736572	A stranger on the street , a friend from middle school and that student take dancing classes . <eos>	A stranger on the street , a friend from middle school and that student takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-83.63910102844238	-81.497483253479	A stranger on the street , a friend from middle school and that student like fishing . <eos>	A stranger on the street , a friend from middle school and that student likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-96.28544330596924	-96.9283800125122	A stranger on the street , a friend from middle school and that student eat out with some friends . <eos>	A stranger on the street , a friend from middle school and that student eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-99.97008419036865	-96.87160682678223	A stranger on the street , a friend from middle school and that student drink beer in the pub tonight . <eos>	A stranger on the street , a friend from middle school and that student drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-97.75112342834473	-95.13857364654541	A stranger on the street , a friend from middle school and that student love animals with fur . <eos>	A stranger on the street , a friend from middle school and that student loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-90.48102474212646	-87.27813339233398	A stranger on the street , a friend from middle school and that student find it difficult to concentrate . <eos>	A stranger on the street , a friend from middle school and that student finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-84.83510971069336	-84.6584825515747	A stranger on the street , a friend from middle school and the audience take dancing classes . <eos>	A stranger on the street , a friend from middle school and the audience takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-80.98084354400635	-80.8371410369873	A stranger on the street , a friend from middle school and the audience like fishing . <eos>	A stranger on the street , a friend from middle school and the audience likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-92.56587982177734	-95.11992740631104	A stranger on the street , a friend from middle school and the audience eat out with some friends . <eos>	A stranger on the street , a friend from middle school and the audience eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-96.60900259017944	-96.13429069519043	A stranger on the street , a friend from middle school and the audience drink beer in the pub tonight . <eos>	A stranger on the street , a friend from middle school and the audience drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-93.74149131774902	-92.49547004699707	A stranger on the street , a friend from middle school and the audience love animals with fur . <eos>	A stranger on the street , a friend from middle school and the audience loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-85.6812801361084	-84.8627700805664	A stranger on the street , a friend from middle school and the audience find it difficult to concentrate . <eos>	A stranger on the street , a friend from middle school and the audience finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-111.54582500457764	-106.81088638305664	A stranger on the street , the girl who cooks the best soup in town and John take dancing classes . <eos>	A stranger on the street , the girl who cooks the best soup in town and John takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-105.81625175476074	-104.6150393486023	A stranger on the street , the girl who cooks the best soup in town and John like fishing . <eos>	A stranger on the street , the girl who cooks the best soup in town and John likes fishing . <eos>
False	both_expanded_3NPs_coord_aff	-118.79965019226074	-116.27752208709717	A stranger on the street , the girl who cooks the best soup in town and John eat out with some friends . <eos>	A stranger on the street , the girl who cooks the best soup in town and John eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-119.10049819946289	-116.72957134246826	A stranger on the street , the girl who cooks the best soup in town and John drink beer in the pub tonight . <eos>	A stranger on the street , the girl who cooks the best soup in town and John drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-118.20407819747925	-116.82373046875	A stranger on the street , the girl who cooks the best soup in town and John love animals with fur . <eos>	A stranger on the street , the girl who cooks the best soup in town and John loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-116.41473960876465	-111.07968711853027	A stranger on the street , the girl who cooks the best soup in town and John find it difficult to concentrate . <eos>	A stranger on the street , the girl who cooks the best soup in town and John finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-114.7814769744873	-113.14389038085938	A stranger on the street , the girl who cooks the best soup in town and that student take dancing classes . <eos>	A stranger on the street , the girl who cooks the best soup in town and that student takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-113.10587787628174	-109.04795932769775	A stranger on the street , the girl who cooks the best soup in town and that student like fishing . <eos>	A stranger on the street , the girl who cooks the best soup in town and that student likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-123.76471614837646	-124.51858139038086	A stranger on the street , the girl who cooks the best soup in town and that student eat out with some friends . <eos>	A stranger on the street , the girl who cooks the best soup in town and that student eats out with some friends . <eos>
False	both_expanded_3NPs_coord_aff	-127.04365825653076	-122.47134208679199	A stranger on the street , the girl who cooks the best soup in town and that student drink beer in the pub tonight . <eos>	A stranger on the street , the girl who cooks the best soup in town and that student drinks beer in the pub tonight . <eos>
False	both_expanded_3NPs_coord_aff	-126.36282539367676	-123.21220397949219	A stranger on the street , the girl who cooks the best soup in town and that student love animals with fur . <eos>	A stranger on the street , the girl who cooks the best soup in town and that student loves animals with fur . <eos>
False	both_expanded_3NPs_coord_aff	-120.14072513580322	-116.3163595199585	A stranger on the street , the girl who cooks the best soup in town and that student find it difficult to concentrate . <eos>	A stranger on the street , the girl who cooks the best soup in town and that student finds it difficult to concentrate . <eos>
False	both_expanded_3NPs_coord_aff	-109.90600347518921	-109.16616106033325	A stranger on the street , the girl who cooks the best soup in town and the audience take dancing classes . <eos>	A stranger on the street , the girl who cooks the best soup in town and the audience takes dancing classes . <eos>
False	both_expanded_3NPs_coord_aff	-106.87198877334595	-106.3367133140564	A stranger on the street , the girl who cooks the best soup in town and the audience like fishing . <eos>	A stranger on the street , the girl who cooks the best soup in town and the audience likes fishing . <eos>
True	both_expanded_3NPs_coord_aff	-119.4592661857605	-120.8277792930603	A stranger on the street , the girl who cooks the best soup in town and the audience eat out with some friends . <eos>	A stranger on the street , the girl who cooks the best soup in town and the audience eats out with some friends . <eos>
